player_id,source,rank,weight
394,PFF,330,1.2
395,NFL Draft Buzz,248,0.9
396,PFF,331,1.2
397,NFL Draft Buzz,249,0.9
398,PFF,415,1.2
398,NFL Draft Buzz,189,0.9
399,NFL Draft Buzz,251,0.9
400,PFF,335,1.2
401,PFF,336,1.2
402,PFF,337,1.2
403,NFL Draft Buzz,253,0.9
404,PFF,338,1.2
405,PFF,340,1.2
406,PFF,341,1.2
407,PFF,342,1.2
408,NFL Draft Buzz,257,0.9
409,PFF,343,1.2
410,NFL Draft Buzz,258,0.9
411,PFF,344,1.2
412,NFL Draft Buzz,259,0.9
413,PFF,346,1.2
414,NFL Draft Buzz,260,0.9
415,PFF,352,1.2
415,NFL Draft Buzz,256,0.9
416,PFF,348,1.2
417,NFL Draft Buzz,261,0.9
418,PFF,385,1.2
418,NFL Draft Buzz,234,0.9
419,NFL Draft Buzz,262,0.9
420,PFF,350,1.2
421,NFL Draft Buzz,263,0.9
422,PFF,351,1.2
423,NFL Draft Buzz,264,0.9
424,PFF,353,1.2
425,NFL Draft Buzz,265,0.9
426,PFF,354,1.2
427,NFL Draft Buzz,266,0.9
428,PFF,355,1.2
429,NFL Draft Buzz,267,0.9
430,PFF,305,1.2
430,NFL Draft Buzz,307,0.9
431,NFL Draft Buzz,268,0.9
432,NFL Draft Buzz,269,0.9
433,NFL Draft Buzz,270,0.9
434,NFL Draft Buzz,271,0.9
435,PFF,362,1.2
436,NFL Draft Buzz,272,0.9
437,PFF,364,1.2
438,PFF,365,1.2
439,NFL Draft Buzz,274,0.9
440,NFL Draft Buzz,275,0.9
441,PFF,394,1.2
441,NFL Draft Buzz,255,0.9
442,PFF,367,1.2
443,NFL Draft Buzz,277,0.9
444,NFL Draft Buzz,278,0.9
445,PFF,371,1.2
446,NFL Draft Buzz,279,0.9
447,PFF,372,1.2
448,PFF,373,1.2
449,NFL Draft Buzz,280,0.9
450,PFF,374,1.2
451,NFL Draft Buzz,281,0.9
452,PFF,376,1.2
453,NFL Draft Buzz,282,0.9
454,PFF,377,1.2
455,NFL Draft Buzz,283,0.9
456,PFF,378,1.2
457,PFF,379,1.2
458,NFL Draft Buzz,285,0.9
459,PFF,380,1.2
460,NFL Draft Buzz,286,0.9
461,PFF,382,1.2
462,NFL Draft Buzz,287,0.9
463,PFF,383,1.2
464,PFF,384,1.2
465,NFL Draft Buzz,288,0.9
466,NFL Draft Buzz,289,0.9
467,PFF,407,1.2
467,NFL Draft Buzz,273,0.9
468,PFF,386,1.2
469,NFL Draft Buzz,290,0.9
470,PFF,387,1.2
471,NFL Draft Buzz,291,0.9
472,PFF,388,1.2
473,PFF,343,1.2
473,NFL Draft Buzz,386,0.9
473,PFN,263,0.9
473,TANKATHON,273,0.9
473,Mel Kiper,295,1.1
473,Field Yates,309,1
473,Matt Miller,369,1
473,Daniel Jeremiah,368,1.1
473,Charlie Campbell,327,1
474,NFL Draft Buzz,292,0.9
475,PFF,390,1.2
476,NFL Draft Buzz,293,0.9
477,PFF,391,1.2
478,NFL Draft Buzz,294,0.9
479,PFF,393,1.2
480,NFL Draft Buzz,295,0.9
481,NFL Draft Buzz,296,0.9
482,PFF,395,1.2
483,NFL Draft Buzz,297,0.9
484,NFL Draft Buzz,298,0.9
485,PFF,398,1.2
486,NFL Draft Buzz,299,0.9
487,NFL Draft Buzz,300,0.9
488,PFF,401,1.2
489,NFL Draft Buzz,301,0.9
490,PFF,402,1.2
491,NFL Draft Buzz,302,0.9
492,NFL Draft Buzz,303,0.9
493,PFF,404,1.2
494,NFL Draft Buzz,304,0.9
495,PFF,406,1.2
496,NFL Draft Buzz,305,0.9
497,NFL Draft Buzz,306,0.9
498,PFF,408,1.2
499,NFL Draft Buzz,308,0.9
500,PFF,411,1.2
501,PFF,412,1.2
502,NFL Draft Buzz,309,0.9
503,PFF,413,1.2
504,NFL Draft Buzz,310,0.9
505,PFF,414,1.2
506,NFL Draft Buzz,311,0.9
507,NFL Draft Buzz,311,0.9
508,NFL Draft Buzz,312,0.9
509,NFL Draft Buzz,313,0.9
510,NFL Draft Buzz,314,0.9
511,NFL Draft Buzz,315,0.9
512,NFL Draft Buzz,316,0.9
513,NFL Draft Buzz,317,0.9
514,PFF,368,1.2
514,NFL Draft Buzz,363,0.9
514,PFN,431,0.9
514,TANKATHON,407,0.9
514,Mel Kiper,351,1.1
514,Field Yates,448,1
514,Matt Miller,353,1
514,Daniel Jeremiah,336,1.1
514,Charlie Campbell,478,1
515,PFF,502,1.2
515,NFL Draft Buzz,447,0.9
515,PFN,455,0.9
515,TANKATHON,353,0.9
515,Mel Kiper,433,1.1
515,Field Yates,366,1
515,Matt Miller,386,1
515,Daniel Jeremiah,356,1.1
515,Charlie Campbell,349,1
516,PFF,436,1.2
516,NFL Draft Buzz,415,0.9
516,PFN,387,0.9
516,TANKATHON,408,0.9
516,Mel Kiper,435,1.1
516,Field Yates,389,1
516,Matt Miller,484,1
516,Daniel Jeremiah,367,1.1
516,Charlie Campbell,339,1
517,PFF,364,1.2
517,NFL Draft Buzz,376,0.9
517,PFN,488,0.9
517,TANKATHON,415,0.9
517,Mel Kiper,405,1.1
517,Field Yates,423,1
517,Matt Miller,431,1
517,Daniel Jeremiah,376,1.1
517,Charlie Campbell,424,1
518,PFF,443,1.2
518,NFL Draft Buzz,346,0.9
518,PFN,360,0.9
518,TANKATHON,493,0.9
518,Mel Kiper,415,1.1
518,Field Yates,452,1
518,Matt Miller,392,1
518,Daniel Jeremiah,470,1.1
518,Charlie Campbell,370,1
519,PFF,436,1.2
519,NFL Draft Buzz,456,0.9
519,PFN,491,0.9
519,TANKATHON,353,0.9
519,Mel Kiper,384,1.1
519,Field Yates,369,1
519,Matt Miller,342,1
519,Daniel Jeremiah,476,1.1
519,Charlie Campbell,433,1
520,PFF,351,1.2
520,NFL Draft Buzz,395,0.9
520,PFN,442,0.9
520,TANKATHON,489,0.9
520,Mel Kiper,336,1.1
520,Field Yates,441,1
520,Matt Miller,455,1
520,Daniel Jeremiah,398,1.1
520,Charlie Campbell,408,1
521,PFF,454,1.2
521,NFL Draft Buzz,437,0.9
521,PFN,479,0.9
521,TANKATHON,447,0.9
521,Mel Kiper,378,1.1
521,Field Yates,365,1
521,Matt Miller,372,1
521,Daniel Jeremiah,354,1.1
521,Charlie Campbell,457,1
522,PFF,378,1.2
522,NFL Draft Buzz,382,0.9
522,PFN,470,0.9
522,TANKATHON,500,0.9
522,Mel Kiper,349,1.1
522,Field Yates,424,1
522,Matt Miller,354,1
522,Daniel Jeremiah,437,1.1
522,Charlie Campbell,463,1
523,PFF,457,1.2
523,NFL Draft Buzz,357,0.9
523,PFN,501,0.9
523,TANKATHON,459,0.9
523,Mel Kiper,427,1.1
523,Field Yates,491,1
523,Matt Miller,406,1
523,Daniel Jeremiah,376,1.1
523,Charlie Campbell,379,1
